run 0						
time	12V rail	5V rail	3,3V rail	POWER 12V	POWER 5V	POWER 3,3V
177.597	11.227	0.671	1.503	11.397	0.128	-3.979
177.697	11.228	0.673	1.505	12.628	0.145	-2.821
177.798	11.229	0.673	1.503	12.484	0.117	-2.644
177.897	11.226	0.670	1.500	12.372	0.138	-1.265
177.997	11.227	0.671	1.502	12.337	0.134	-1.170
178.097	11.226	0.670	1.501	12.553	0.134	-0.241
178.197	11.228	0.673	1.502	12.230	0.141	0.025
178.297	11.227	0.671	1.501	12.410	0.150	0.610
178.398	11.228	0.672	1.501	12.266	0.132	-0.057
178.497	11.226	0.670	1.500	12.408	0.156	0.726
178.596	11.227	0.671	1.501	12.771	0.134	0.532
178.697	11.224	0.668	1.499	12.153	0.136	1.927
178.797	11.228	0.672	1.502	12.664	0.132	2.366
178.897	11.228	0.672	1.500	12.664	0.154	1.731
178.996	11.229	0.673	1.502	12.267	0.137	2.284
179.096	11.226	0.670	1.501	12.191	0.143	1.934
179.198	11.228	0.672	1.501	12.519	0.134	2.873
179.297	11.226	0.670	1.498	12.589	0.143	3.408
179.396	11.227	0.671	1.499	12.771	0.119	5.212
179.497	11.228	0.672	1.500	12.772	0.152	6.253
179.597	11.227	0.671	1.500	12.482	0.137	7.990
179.698	11.226	0.670	1.498	11.974	0.108	9.758
179.797	11.228	0.672	1.500	12.194	0.083	11.780
179.897	11.228	0.672	1.500	12.266	0.061	14.780
179.996	11.229	0.673	1.500	12.303	0.055	16.185
180.098	11.229	0.673	1.501	12.194	0.013	18.673
180.198	11.228	0.672	1.499	12.229	-0.021	21.951
180.296	11.226	0.670	1.497	12.770	-0.041	24.387
180.396	11.228	0.672	1.500	12.410	0.028	21.743
180.496	11.224	0.668	1.497	11.900	0.056	21.773
180.596	11.230	0.674	1.502	12.594	0.068	21.428
180.696	11.229	0.673	1.501	12.484	0.109	21.055
180.796	11.229	0.674	1.501	12.268	0.120	19.808
180.897	11.227	0.671	1.501	12.301	0.162	18.571
180.996	11.227	0.671	1.501	12.337	0.167	16.800
181.096	11.227	0.671	1.501	12.734	0.180	15.115
181.197	11.227	0.671	1.500	12.482	0.178	13.338
181.296	11.226	0.670	1.501	12.336	0.212	11.355
181.398	11.224	0.668	1.498	12.660	0.192	11.557
181.497	11.225	0.669	1.499	12.443	0.209	12.581
181.596	11.224	0.668	1.498	12.261	0.164	12.838
181.696	11.224	0.668	1.498	11.972	0.160	13.367
181.796	11.225	0.669	1.500	12.697	0.136	13.957
181.897	11.223	0.667	1.497	12.622	0.151	14.504
181.997	11.225	0.669	1.500	12.516	0.132	14.990
182.096	11.219	0.664	1.496	12.690	0.156	15.692
182.196	11.225	0.669	1.500	12.552	0.134	15.835
182.296	11.224	0.668	1.499	12.081	0.119	16.093
182.396	11.223	0.668	1.499	12.478	0.140	15.510
182.498	11.223	0.668	1.498	12.478	0.136	15.156
182.597	11.223	0.668	1.500	12.261	0.140	15.109
182.697	11.223	0.668	1.500	12.586	0.127	15.062
182.798	11.224	0.668	1.501	12.334	0.108	15.028
182.897	11.222	0.666	1.499	12.404	0.105	14.439
182.996	11.223	0.668	1.500	12.622	0.108	13.814
183.096	11.223	0.667	1.500	11.718	0.103	13.603
183.197	11.223	0.668	1.501	12.695	0.119	13.056
183.297	11.223	0.667	1.500	12.550	0.101	12.951
183.397	11.222	0.667	1.499	12.079	0.116	12.649
183.497	11.225	0.669	1.503	12.443	0.102	13.039
183.597	11.226	0.670	1.503	12.517	0.128	12.764
183.697	11.226	0.670	1.502	12.372	0.112	12.678
183.797	11.225	0.669	1.501	12.696	0.117	12.542
183.896	11.225	0.669	1.500	12.841	0.114	12.478
183.997	11.225	0.669	1.501	12.515	0.123	12.467
184.096	11.226	0.670	1.500	12.589	0.097	11.195
184.196	11.225	0.669	1.500	12.588	0.110	10.164
184.297	11.224	0.668	1.500	12.117	0.099	9.036
184.398	11.225	0.669	1.499	12.371	0.112	8.182
184.496	11.228	0.672	1.502	12.446	0.113	7.414
184.596	11.224	0.668	1.499	12.479	0.108	6.419
184.697	11.227	0.671	1.501	12.445	0.100	5.871
184.797	11.228	0.672	1.503	12.012	0.102	5.389
184.897	11.224	0.668	1.499	12.334	0.086	4.568
184.997	11.224	0.668	1.498	12.623	0.097	3.992
185.097	11.224	0.668	1.499	12.550	0.101	3.732
185.196	11.227	0.671	1.501	12.554	0.111	3.579
185.296	11.228	0.672	1.501	12.338	0.111	3.031
185.397	11.227	0.671	1.500	11.903	0.128	2.889
185.497	11.226	0.670	1.500	12.192	0.102	2.571
185.598	11.224	0.668	1.498	13.093	0.117	2.577
185.696	11.227	0.671	1.500	12.771	0.113	2.344
185.797	11.225	0.669	1.499	12.733	0.115	1.864
185.896	11.227	0.671	1.501	12.229	0.104	1.272
185.996	11.228	0.672	1.502	12.555	0.117	0.736
186.097	11.230	0.674	1.503	12.051	0.111	0.456
186.197	11.228	0.672	1.501	12.375	0.113	-0.183
186.297	11.227	0.671	1.499	12.482	0.108	-0.593
186.396	11.224	0.668	1.497	12.551	0.110	-1.229
186.496	11.227	0.671	1.499	12.554	0.104	-1.941
186.597	11.226	0.670	1.499	12.878	0.115	-2.944
186.696	11.226	0.670	1.500	12.734	0.108	-3.971
186.796	11.226	0.670	1.499	11.251	0.108	-4.770
186.897	11.226	0.670	1.500	13.385	0.106	-5.564
186.997	11.226	0.670	1.498	11.540	0.106	-6.383
187.096	11.225	0.669	1.497	12.371	0.106	-6.974
187.197	11.225	0.669	1.498	13.311	0.110	-7.360
187.297	11.226	0.670	1.499	12.481	0.106	-7.519
187.397	11.224	0.668	1.498	12.514	0.123	-7.136
187.496	11.226	0.670	1.499	12.516	0.117	-7.456
187.597	11.222	0.666	1.497	12.548	0.118	-7.819
187.696	11.221	0.665	1.496	12.547	0.120	-8.290
187.797	11.220	0.665	1.497	12.077	0.118	-8.752
187.896	11.227	0.671	1.503	12.301	0.108	-9.420
187.996	11.228	0.672	1.503	12.230	0.113	-10.008
188.097	11.229	0.673	1.503	12.340	0.094	-10.739
188.196	11.227	0.671	1.501	12.482	0.134	-10.677
188.296	11.228	0.672	1.501	12.483	0.119	-11.153
188.397	11.229	0.673	1.502	12.484	0.146	-10.688
188.497	11.228	0.672	1.501	12.555	0.128	-10.875
188.598	11.228	0.672	1.499	12.663	0.139	-10.685
188.696	11.228	0.673	1.500	10.964	0.115	-11.022
188.796	11.227	0.671	1.499	12.265	0.117	-11.064
188.896	11.229	0.673	1.500	12.339	0.122	-11.061
188.996	11.228	0.673	1.500	12.447	0.109	-11.392
189.098	11.229	0.673	1.501	12.267	0.117	-11.399
189.197	11.229	0.673	1.501	12.376	0.094	-12.166
189.296	11.228	0.672	1.500	11.831	0.108	-12.660
189.397	11.225	0.669	1.498	12.262	0.106	-13.203
189.496	11.229	0.674	1.502	12.159	0.128	-13.344
189.597	11.229	0.674	1.501	12.231	0.098	-13.776
189.696	11.232	0.676	1.503	12.234	0.135	-13.154
189.796	11.230	0.674	1.502	12.268	0.120	-13.059
189.896	11.228	0.673	1.500	12.556	0.100	-12.806
189.997	11.228	0.672	1.499	12.193	0.113	-13.002
190.097	11.228	0.673	1.502	12.339	0.126	-12.479
190.197	11.228	0.673	1.501	12.411	0.117	-12.304
190.298	11.229	0.674	1.502	12.340	0.120	-11.390
190.397	11.229	0.674	1.501	12.991	0.124	-11.339
190.497	11.230	0.674	1.501	12.232	0.122	-10.454
190.598	11.230	0.675	1.502	12.232	0.135	-10.582
190.696	11.232	0.676	1.502	12.415	0.135	-10.809
190.796	11.231	0.676	1.501	12.487	0.116	-10.408
190.897	11.232	0.676	1.501	12.343	0.131	-10.138
190.996	11.230	0.674	1.499	12.304	0.111	-10.912
191.096	11.232	0.676	1.501	12.524	0.109	-10.365
191.196	11.232	0.676	1.501	12.704	0.131	-9.429
191.297	11.234	0.678	1.502	11.729	0.123	-8.541
191.398	11.231	0.675	1.500	12.595	0.126	-7.334
191.496	11.231	0.675	1.500	12.305	0.140	-6.047
191.596	11.234	0.678	1.502	12.345	0.134	-5.044
191.696	11.231	0.675	1.500	11.184	0.144	-4.129
191.796	11.235	0.679	1.503	12.563	0.138	-3.209
191.896	11.229	0.674	1.498	11.870	0.144	-2.446
191.996	11.231	0.675	1.500	12.016	0.140	-1.589
192.096	11.231	0.675	1.499	12.378	0.142	-1.052
192.196	11.230	0.674	1.499	11.761	0.124	-0.714
192.296	11.232	0.676	1.501	12.343	0.131	-0.120
192.396	11.233	0.677	1.501	12.308	0.136	0.146
192.496	11.232	0.677	1.501	12.054	0.142	0.735
192.596	11.233	0.678	1.501	13.213	0.129	0.895
192.696	11.232	0.677	1.500	12.379	0.133	1.619
192.796	11.234	0.678	1.501	12.489	0.127	2.374
192.896	11.231	0.675	1.498	12.486	0.126	2.741
192.997	11.231	0.676	1.499	12.125	0.131	3.546
193.096	11.232	0.676	1.500	12.198	0.131	3.948
193.196	11.235	0.679	1.502	12.382	0.132	4.975
193.298	11.233	0.677	1.500	12.814	0.133	5.814
193.396	11.231	0.675	1.500	13.427	0.133	7.069
193.496	11.232	0.677	1.500	12.379	0.135	8.129
193.596	11.230	0.675	1.499	12.522	0.139	9.303
193.696	11.229	0.673	1.498	12.303	0.135	10.300
193.797	11.233	0.677	1.503	12.524	0.133	11.060
193.896	11.232	0.676	1.502	11.800	0.146	11.759
193.997	11.232	0.676	1.501	12.740	0.135	11.904
194.097	11.232	0.677	1.502	12.126	0.118	11.672
194.197	11.225	0.669	1.496	12.227	0.134	12.171
194.297	11.230	0.675	1.501	12.667	0.133	12.520
194.397	11.231	0.675	1.500	12.377	0.126	13.141
194.496	11.232	0.676	1.501	12.306	0.122	13.886
194.596	11.231	0.675	1.500	13.210	0.124	14.484
194.696	11.230	0.674	1.500	12.521	0.126	15.309
194.797	11.232	0.676	1.501	12.487	0.133	15.639
194.896	11.235	0.679	1.502	12.418	0.132	15.601
194.996	11.235	0.679	1.502	12.491	0.132	15.869
195.097	11.231	0.675	1.499	12.269	0.135	15.629
195.196	11.233	0.677	1.501	12.850	0.129	16.229
195.297	11.232	0.676	1.500	12.234	0.135	16.248
195.397	11.233	0.677	1.501	12.488	0.127	16.332
195.496	11.236	0.680	1.503	12.491	0.116	16.219
195.596	11.233	0.677	1.501	12.923	0.118	16.521
195.697	11.229	0.673	1.497	12.520	0.130	17.044
195.796	11.232	0.677	1.500	12.198	0.142	17.650
195.896	11.229	0.673	1.497	11.977	0.130	18.026
195.996	11.229	0.674	1.498	12.304	0.126	18.516
196.097	11.231	0.675	1.500	12.269	0.098	18.163
196.196	11.229	0.673	1.497	12.737	0.111	17.697
196.297	11.230	0.675	1.501	12.052	0.115	17.639
196.397	11.231	0.675	1.500	12.812	0.118	17.647
196.497	11.231	0.675	1.500	12.595	0.131	17.154
196.597	11.230	0.674	1.500	12.304	0.128	17.086
196.696	11.228	0.672	1.497	12.483	0.106	16.352
196.796	11.230	0.675	1.501	12.522	0.133	15.970
196.896	11.231	0.675	1.502	12.378	0.122	14.937
196.996	11.231	0.675	1.501	12.450	0.118	14.830
197.096	11.229	0.674	1.500	12.304	0.128	14.793
197.196	11.230	0.675	1.501	13.064	0.122	14.577
197.296	11.231	0.675	1.500	12.414	0.124	14.689
197.397	11.232	0.676	1.501	12.849	0.124	14.914
197.496	11.231	0.676	1.500	12.993	0.109	14.756
197.597	11.231	0.675	1.500	12.486	0.126	14.346
197.696	11.231	0.675	1.500	12.305	0.107	13.241
197.796	11.233	0.677	1.501	12.054	0.120	12.293
197.897	11.231	0.676	1.500	12.378	0.109	11.253
197.996	11.231	0.675	1.499	12.269	0.092	9.742
198.096	11.231	0.675	1.499	12.703	0.100	8.861
198.196	11.231	0.676	1.500	12.197	0.094	7.821
198.297	11.232	0.676	1.500	12.126	0.098	6.940
198.396	11.231	0.676	1.500	12.414	0.105	6.074
198.496	11.229	0.674	1.499	12.159	0.098	5.458
198.596	11.228	0.673	1.498	12.556	0.111	4.791
198.697	11.229	0.674	1.499	12.629	0.104	4.312
198.796	11.230	0.675	1.500	12.232	0.098	3.967
198.896	11.231	0.675	1.500	12.378	0.109	3.643
198.996	11.230	0.674	1.499	12.594	0.107	3.347
199.096	11.232	0.676	1.500	12.306	0.100	2.716
199.196	11.228	0.673	1.497	13.496	0.109	1.963
199.296	11.231	0.675	1.500	12.703	0.126	1.238
199.396	11.231	0.675	1.500	12.197	0.100	0.324
199.496	11.229	0.674	1.499	12.485	0.102	-0.163
199.597	11.231	0.675	1.501	12.667	0.105	-1.170
199.696	11.228	0.673	1.497	12.303	0.111	-2.425
199.796	11.230	0.674	1.499	13.208	0.131	-3.491
199.897	11.231	0.675	1.500	12.414	0.116	-5.097
199.997	11.223	0.667	1.493	12.369	0.108	-6.455
200.096	11.232	0.676	1.503	12.415	0.114	-7.380
200.196	11.231	0.676	1.501	12.704	0.092	-8.589
200.296	11.229	0.673	1.499	12.412	0.128	-8.321
200.396	11.228	0.672	1.498	12.410	0.111	-8.852
200.497	11.230	0.675	1.501	12.594	0.118	-9.352
200.597	11.229	0.673	1.498	12.665	0.094	-10.560
200.696	11.229	0.673	1.501	12.159	0.154	-11.818
200.797	11.230	0.674	1.501	12.702	0.109	-12.330
200.896	11.229	0.673	1.499	12.448	0.107	-13.096
200.996	11.234	0.678	1.503	12.562	0.112	-13.736
201.096	11.231	0.675	1.500	12.703	0.092	-13.644
201.197	11.231	0.675	1.501	12.016	0.085	-13.079
201.296	11.228	0.672	1.497	12.411	0.087	-11.913
201.397	11.229	0.673	1.498	12.412	0.050	-11.419
201.496	11.232	0.676	1.501	12.161	0.098	-11.300
201.596	11.231	0.676	1.500	12.270	0.103	-11.346
201.696	11.230	0.675	1.500	12.305	0.115	-12.467
201.797	11.230	0.674	1.499	12.015	0.163	-13.934
201.896	11.230	0.674	1.499	11.798	0.109	-14.971
201.996	11.230	0.675	1.501	12.305	0.155	-15.844
202.097	11.231	0.675	1.500	12.197	0.105	-15.981
202.196	11.232	0.676	1.501	12.307	0.124	-15.696
202.296	11.233	0.677	1.501	11.403	0.120	-15.401
202.396	11.232	0.676	1.501	12.668	0.092	-15.510
202.496	11.232	0.676	1.500	12.379	0.129	-14.884
202.596	11.230	0.675	1.500	12.269	0.109	-14.864
202.697	11.231	0.676	1.501	12.631	0.131	-14.080
202.797	11.231	0.675	1.500	12.341	0.109	-13.685
202.896	11.231	0.676	1.501	12.559	0.148	-13.246
202.997	11.230	0.674	1.499	12.123	0.137	-12.915
203.096	11.230	0.675	1.500	12.594	0.129	-12.830
203.196	11.230	0.674	1.499	12.124	0.144	-12.624
203.296	11.230	0.674	1.499	12.485	0.102	-12.206
203.397	11.230	0.674	1.500	12.413	0.141	-12.303
203.497	11.230	0.675	1.500	12.594	0.109	-11.525
203.596	11.230	0.674	1.500	12.196	0.141	-9.672
203.696	11.231	0.675	1.500	12.377	0.135	-8.469
203.796	11.230	0.675	1.500	12.196	0.144	-6.936
203.896	11.229	0.673	1.498	12.303	0.150	-5.548
203.996	11.230	0.674	1.500	12.449	0.135	-4.386
204.096	11.228	0.673	1.499	11.941	0.143	-3.485
204.196	11.227	0.671	1.497	12.481	0.143	-2.527
204.296	11.228	0.672	1.499	11.976	0.141	-1.718
204.396	11.228	0.672	1.498	12.519	0.154	-1.042
204.496	11.229	0.674	1.500	12.412	0.133	-0.831
204.596	11.226	0.670	1.497	12.263	0.119	-0.081
204.696	11.228	0.673	1.500	12.339	0.156	-0.033
204.796	11.230	0.674	1.501	12.702	0.100	1.161
204.896	11.229	0.674	1.501	12.268	0.150	1.958
204.996	11.227	0.671	1.498	12.880	0.128	2.728
205.096	11.229	0.674	1.501	12.846	0.141	3.384
205.196	11.230	0.674	1.501	12.376	0.126	4.347
205.296	11.230	0.674	1.501	13.172	0.167	5.304
205.396	11.229	0.673	1.500	12.122	0.098	6.084
205.496	11.227	0.671	1.497	12.518	0.149	7.771
205.596	11.228	0.673	1.499	12.339	0.135	8.895
205.696	11.230	0.674	1.501	12.268	0.115	10.441
205.796	11.224	0.668	1.495	12.334	0.117	11.123
205.897	11.230	0.675	1.501	12.341	0.163	12.370
205.996	11.230	0.675	1.502	12.558	0.157	12.327
206.096	11.227	0.671	1.499	12.735	0.152	12.397
206.196	11.219	0.663	1.494	12.365	0.150	12.593
206.296	11.219	0.663	1.494	12.328	0.152	13.119
206.396	11.219	0.664	1.496	11.968	0.146	13.612
206.496	11.220	0.664	1.496	12.329	0.116	14.111
206.596	11.219	0.664	1.498	12.257	0.133	14.257
206.697	11.221	0.665	1.499	12.258	0.129	14.452
206.796	11.220	0.664	1.498	12.474	0.174	15.205
206.896	11.220	0.665	1.499	12.475	0.165	15.292
206.996	11.220	0.665	1.501	12.330	0.154	15.391
207.096	11.220	0.664	1.499	12.474	0.116	15.795
207.196	11.220	0.664	1.500	12.402	0.148	16.302
207.297	11.220	0.664	1.500	12.474	0.152	16.997
207.395	11.220	0.664	1.500	12.402	0.133	16.732
207.496	11.220	0.664	1.500	12.510	0.097	16.627
207.596	11.220	0.664	1.500	12.474	0.109	16.694
207.695	11.221	0.665	1.500	12.619	0.105	17.234
207.796	11.219	0.664	1.499	12.040	0.094	18.160
207.896	11.221	0.665	1.499	11.680	0.122	18.401
207.995	11.219	0.663	1.497	12.437	0.118	18.358
208.097	11.220	0.664	1.500	12.655	0.131	18.757
208.196	11.220	0.665	1.500	12.691	0.122	17.632
208.295	11.221	0.665	1.500	12.547	0.135	17.862
208.396	11.220	0.664	1.499	13.269	0.114	17.471
208.496	11.219	0.664	1.500	12.799	0.122	17.067
208.596	11.220	0.665	1.501	12.836	0.112	16.701
208.696	11.219	0.664	1.499	12.473	0.122	16.282
208.796	11.219	0.664	1.500	12.510	0.114	15.400
208.897	11.215	0.659	1.496	12.252	0.107	14.988
208.996	11.220	0.665	1.500	12.113	0.122	14.503
209.096	11.220	0.664	1.500	12.474	0.112	14.515
209.196	11.217	0.661	1.498	12.217	0.128	14.544
209.296	11.220	0.665	1.502	12.655	0.122	13.810
209.396	11.220	0.664	1.501	12.402	0.126	14.313
209.496	11.218	0.663	1.500	12.509	0.111	14.183
209.596	11.217	0.661	1.498	12.434	0.115	13.447
209.696	11.218	0.663	1.500	12.942	0.109	12.964
209.796	11.218	0.662	1.499	12.038	0.111	12.055
209.895	11.217	0.661	1.499	12.290	0.100	10.754
209.996	11.212	0.656	1.495	12.321	0.117	9.770
210.096	11.221	0.665	1.502	12.113	0.112	8.590
210.196	11.216	0.660	1.498	12.181	0.126	7.718
210.296	11.216	0.660	1.499	12.217	0.105	6.881
210.396	11.218	0.662	1.500	12.327	0.105	6.235
210.497	11.217	0.661	1.502	12.362	0.103	5.559
210.596	11.217	0.661	1.501	12.470	0.102	4.894
210.695	11.219	0.663	1.502	12.473	0.113	4.506
210.796	11.219	0.663	1.502	12.329	0.107	4.020
210.896	11.216	0.660	1.499	12.361	0.117	3.719
210.996	11.217	0.661	1.501	12.507	0.109	3.418
211.097	11.218	0.662	1.500	12.111	0.118	3.326
211.196	11.218	0.662	1.499	12.038	0.118	2.999
211.296	11.218	0.663	1.500	12.400	0.103	2.383
211.397	11.217	0.661	1.499	12.218	0.105	1.845
211.496	11.220	0.664	1.501	12.908	0.112	1.166
211.597	11.217	0.661	1.498	12.398	0.109	0.710
211.696	11.218	0.662	1.499	12.472	0.105	0.141
211.796	11.219	0.663	1.500	12.726	0.114	-0.352
211.896	11.218	0.662	1.499	12.689	0.094	-1.023
211.996	11.216	0.660	1.498	12.976	0.115	-2.059
212.096	11.212	0.656	1.494	12.609	0.110	-3.017
212.196	11.218	0.663	1.500	13.267	0.122	-3.888
212.296	11.219	0.663	1.500	12.907	0.109	-5.052
212.395	11.218	0.662	1.499	12.183	0.109	-5.784
212.496	11.215	0.659	1.497	12.360	0.106	-6.495
212.596	11.215	0.659	1.497	12.324	0.102	-7.077
212.695	11.219	0.663	1.501	12.545	0.111	-7.496
212.796	11.216	0.660	1.498	12.831	0.119	-7.033
212.896	11.218	0.662	1.500	12.725	0.113	-7.181
212.995	11.215	0.659	1.497	12.360	0.117	-7.644
213.096	11.215	0.659	1.497	13.878	0.115	-8.152
213.196	11.218	0.662	1.501	12.580	0.113	-8.629
213.297	11.218	0.663	1.500	12.147	0.111	-9.346
213.396	11.218	0.662	1.500	12.436	0.109	-9.788
213.496	11.216	0.660	1.498	12.794	0.107	-10.477
213.595	11.216	0.660	1.498	11.928	0.109	-10.610
213.696	11.218	0.662	1.501	12.436	0.107	-10.698
213.796	11.218	0.662	1.500	12.942	0.113	-10.689
213.896	11.218	0.662	1.500	12.075	0.116	-10.513
213.995	11.218	0.662	1.500	12.146	0.126	-10.890
214.096	11.218	0.662	1.501	12.364	0.116	-10.827
214.195	11.219	0.663	1.502	12.329	0.116	-11.039
214.296	11.218	0.663	1.501	12.039	0.107	-10.774
214.396	11.219	0.663	1.501	12.220	0.109	-11.170
214.496	11.218	0.662	1.499	12.400	0.124	-11.187
214.596	11.218	0.662	1.499	12.472	0.126	-11.824
214.696	11.219	0.663	1.500	12.184	0.116	-12.474
214.796	11.219	0.664	1.501	12.473	0.116	-13.031
214.896	11.218	0.662	1.499	12.038	0.111	-13.162
214.996	11.219	0.664	1.501	12.293	0.090	-13.432
215.096	11.218	0.663	1.499	12.219	0.128	-12.725
215.196	11.218	0.663	1.500	12.328	0.109	-12.588
215.296	11.219	0.663	1.500	12.654	0.135	-12.419
215.396	11.219	0.663	1.501	12.256	0.126	-12.301
215.496	11.218	0.663	1.500	12.436	0.120	-12.011
215.596	11.217	0.661	1.498	12.217	0.115	-12.181
215.696	11.218	0.662	1.500	12.183	0.120	-11.225
215.796	11.218	0.662	1.500	12.291	0.116	-10.863
215.896	11.219	0.663	1.500	12.364	0.137	-10.293
215.996	11.219	0.663	1.500	12.220	0.180	-10.965
216.096	11.219	0.663	1.500	12.690	0.214	-11.387
216.196	11.220	0.664	1.500	12.402	0.171	-12.318
216.296	11.218	0.662	1.497	12.435	0.186	-12.516
216.397	11.219	0.663	1.498	12.111	0.169	-12.345
216.496	11.218	0.663	1.498	12.870	0.148	-12.181
216.596	11.219	0.664	1.499	12.220	0.131	-10.136
216.696	11.219	0.664	1.500	12.365	0.146	-8.920
216.797	11.218	0.663	1.500	12.183	0.143	-7.720
216.896	11.218	0.662	1.500	12.075	0.141	-5.936
216.996	11.219	0.663	1.500	12.400	0.135	-4.410
217.096	11.219	0.664	1.500	12.835	0.111	-3.285
217.196	11.218	0.663	1.500	12.689	0.126	-1.193
217.296	11.220	0.664	1.501	12.329	0.107	-1.063
217.397	11.219	0.663	1.500	12.256	0.118	-0.279
217.497	11.219	0.663	1.500	12.401	0.124	0.324
217.596	11.218	0.663	1.500	12.400	0.139	0.208
217.695	11.218	0.663	1.499	12.545	0.158	0.995
217.796	11.219	0.663	1.499	12.039	0.126	0.856
217.896	11.218	0.662	1.499	12.472	0.141	1.406
217.996	11.218	0.663	1.500	12.328	0.111	2.058
218.097	11.218	0.663	1.500	12.436	0.141	2.711
218.197	11.218	0.662	1.499	12.400	0.111	3.052
218.296	11.218	0.662	1.499	12.652	0.126	4.091
218.397	11.210	0.654	1.492	12.282	0.141	4.417
218.496	11.217	0.661	1.498	12.507	0.126	5.551
218.596	11.218	0.663	1.501	12.292	0.126	6.236
218.696	11.218	0.662	1.500	12.364	0.126	7.618
218.796	11.218	0.662	1.500	11.099	0.128	8.864
218.895	11.218	0.662	1.500	12.400	0.139	10.017
218.996	11.218	0.662	1.501	12.002	0.126	11.089
219.096	11.218	0.662	1.499	12.761	0.137	12.091
219.195	11.218	0.662	1.500	12.399	0.122	12.814
219.296	11.218	0.662	1.500	12.399	0.139	12.497
219.396	11.219	0.663	1.500	12.545	0.120	12.851
219.496	11.218	0.663	1.501	12.219	0.122	13.153
219.596	11.219	0.663	1.501	12.329	0.122	14.187
219.696	11.219	0.663	1.500	12.545	0.135	14.855
219.796	11.218	0.663	1.498	12.436	0.116	15.455
219.897	11.218	0.663	1.499	12.581	0.135	16.530
219.996	11.218	0.662	1.499	12.291	0.133	16.834
220.096	11.217	0.661	1.497	12.218	0.115	16.877
220.196	11.219	0.663	1.500	12.473	0.133	17.138
220.296	11.218	0.663	1.499	12.003	0.118	17.034
220.395	11.217	0.661	1.499	12.326	0.126	17.655
220.497	11.218	0.662	1.499	12.544	0.120	17.577
220.595	11.217	0.661	1.498	12.471	0.124	17.860
220.696	11.218	0.662	1.499	12.327	0.120	18.070
220.796	11.218	0.663	1.499	12.509	0.124	18.445
220.896	11.217	0.661	1.499	12.543	0.139	19.165
220.996	11.218	0.663	1.499	12.761	0.092	19.744
221.095	11.218	0.662	1.499	12.327	0.152	19.759
221.197	11.218	0.663	1.500	11.966	0.124	19.984
221.296	11.218	0.663	1.500	12.761	0.139	19.472
221.396	11.218	0.662	1.499	12.508	0.118	19.275
221.497	11.219	0.663	1.499	12.509	0.118	19.145
221.596	11.219	0.663	1.500	12.184	0.137	18.834
221.696	11.219	0.663	1.500	12.473	0.126	18.434
221.796	11.219	0.664	1.501	12.148	0.139	17.764
221.896	11.219	0.663	1.500	12.256	0.126	16.837
221.996	11.219	0.663	1.500	12.690	0.075	16.264
222.096	11.219	0.664	1.500	12.726	0.137	16.979
222.196	11.220	0.664	1.501	12.510	0.129	16.198
222.296	11.219	0.664	1.500	12.257	0.141	16.533
222.396	11.228	0.672	1.507	12.664	0.113	15.527
222.495	11.228	0.672	1.505	12.592	0.137	15.780
222.597	11.229	0.673	1.504	12.629	0.117	14.743
222.695	11.228	0.672	1.503	12.374	0.113	13.333
222.796	11.228	0.672	1.502	12.266	0.111	11.597
222.896	11.228	0.673	1.502	12.520	0.098	10.012
222.997	11.229	0.673	1.502	12.484	0.107	7.578
223.096	11.228	0.673	1.501	12.556	0.096	5.565
223.196	11.229	0.673	1.501	12.520	0.104	3.797
223.295	11.228	0.673	1.502	12.447	0.109	2.952
223.395	11.229	0.674	1.502	12.376	0.117	2.342
223.497	11.229	0.674	1.502	12.593	0.104	2.148
223.596	11.228	0.672	1.500	12.266	0.115	2.107
223.696	11.228	0.672	1.500	12.049	0.115	1.982
223.796	11.230	0.674	1.501	11.617	0.113	1.987
223.896	11.227	0.671	1.499	12.446	0.098	1.619
223.995	11.229	0.673	1.500	12.412	0.104	1.078
224.096	11.229	0.673	1.499	12.773	0.104	0.450
224.195	11.228	0.673	1.500	11.760	0.106	0.020
224.297	11.229	0.674	1.500	12.521	0.104	-0.560
224.397	11.229	0.673	1.500	12.520	0.100	-1.584
224.495	11.228	0.673	1.498	12.520	0.104	-2.630
