run 0						
time	12V rail	5V rail	3,3V rail	POWER 12V	POWER 5V	POWER 3,3V
337.293	11.221	0.665	1.498	12.584	0.099	6.038
337.393	11.221	0.666	1.498	12.656	0.125	5.510
337.493	11.223	0.667	1.499	12.405	0.217	6.049
337.593	11.224	0.668	1.501	12.334	0.271	6.125
337.693	11.224	0.668	1.501	12.009	0.166	6.751
337.794	11.226	0.670	1.502	12.409	0.156	12.095
337.894	11.223	0.668	1.498	12.622	0.084	13.597
337.994	11.226	0.670	1.500	12.192	0.048	22.854
338.094	11.225	0.669	1.499	12.335	0.005	33.344
338.194	11.228	0.672	1.501	12.663	0.085	44.828
338.294	11.226	0.670	1.499	12.445	0.121	55.897
338.394	11.227	0.671	1.501	12.373	0.143	55.525
338.494	11.226	0.670	1.498	12.770	0.145	48.588
338.593	11.226	0.670	1.500	12.336	0.257	40.200
338.693	11.227	0.671	1.499	12.807	0.199	36.888
338.793	11.226	0.670	1.499	12.589	0.177	29.802
338.893	11.226	0.670	1.501	12.698	0.180	22.738
338.993	11.226	0.670	1.499	12.589	0.160	16.171
339.093	11.226	0.670	1.500	12.517	0.160	10.137
339.193	11.227	0.671	1.500	12.626	0.117	4.658
339.293	11.227	0.671	1.500	12.626	0.190	0.634
339.393	11.227	0.671	1.499	12.699	0.128	-2.004
339.494	11.228	0.672	1.502	12.013	0.145	-3.743
339.594	11.226	0.670	1.499	12.842	0.128	-4.928
339.693	11.226	0.670	1.499	12.336	0.123	-5.305
339.793	11.227	0.671	1.500	12.590	0.108	-5.750
339.894	11.227	0.671	1.500	12.807	0.123	-5.987
339.994	11.227	0.671	1.501	12.301	0.113	-6.889
340.093	11.224	0.668	1.498	12.081	0.142	-8.991
340.193	11.226	0.670	1.499	12.336	0.141	-11.957
340.293	11.226	0.670	1.500	12.336	0.123	-12.233
340.392	11.227	0.671	1.501	12.518	0.128	-12.451
340.492	11.226	0.670	1.500	12.987	0.123	-13.117
340.594	11.225	0.669	1.499	12.552	0.123	-14.240
340.694	11.226	0.670	1.501	12.300	0.141	-14.465
340.794	11.227	0.671	1.501	12.699	0.121	-14.470
340.894	11.226	0.670	1.500	12.553	0.154	-14.763
340.994	11.227	0.671	1.501	12.590	0.132	-15.684
341.094	11.226	0.670	1.502	12.481	0.147	-15.835
341.194	11.227	0.671	1.501	12.662	0.126	-15.322
341.293	11.222	0.667	1.499	12.296	0.131	-15.981
341.393	11.223	0.667	1.500	11.899	0.125	-14.682
341.493	11.223	0.668	1.500	12.767	0.125	-14.554
341.593	11.224	0.668	1.501	12.261	0.132	-13.814
341.693	11.224	0.668	1.502	11.250	0.117	-13.097
341.794	11.224	0.668	1.501	12.948	0.127	-12.944
341.893	11.225	0.669	1.502	12.913	0.110	-12.790
341.993	11.223	0.667	1.499	12.079	0.091	-13.038
342.092	11.224	0.668	1.500	12.442	0.121	-12.677
342.192	11.224	0.668	1.501	12.407	0.102	-12.971
342.292	11.223	0.667	1.499	12.369	0.133	-12.556
342.392	11.225	0.669	1.501	12.335	0.099	-13.094
342.494	11.223	0.668	1.500	12.116	0.116	-12.421
342.594	11.222	0.667	1.499	12.224	0.112	-12.024
342.694	11.227	0.671	1.502	12.337	0.132	-11.680
342.793	11.227	0.671	1.501	12.409	0.121	-11.900
342.893	11.226	0.670	1.501	12.299	0.166	-12.495
342.994	11.228	0.672	1.503	12.555	0.163	-14.184
343.093	11.227	0.671	1.503	12.554	0.154	-15.615
343.194	11.219	0.663	1.496	12.329	0.171	-15.618
343.294	11.218	0.662	1.496	12.327	0.096	-16.881
343.394	11.219	0.663	1.498	12.256	0.178	-17.327
343.494	11.218	0.662	1.496	12.255	0.103	-19.102
343.594	11.218	0.662	1.498	11.930	0.167	-20.483
343.693	11.218	0.662	1.499	12.002	0.118	-20.433
343.794	11.219	0.663	1.499	12.473	0.129	-20.037
343.893	11.219	0.663	1.500	12.220	0.141	-17.969
343.992	11.218	0.662	1.498	12.002	0.120	-15.806
344.092	11.218	0.663	1.499	13.014	0.139	-12.792
344.192	11.217	0.661	1.497	12.796	0.137	-10.524
344.294	11.218	0.663	1.499	11.750	0.131	-8.169
344.394	11.218	0.663	1.499	12.725	0.139	-5.561
344.494	11.218	0.662	1.500	12.147	0.052	-4.081
344.594	11.218	0.662	1.498	12.688	-0.021	0.314
344.694	11.217	0.661	1.497	12.326	0.071	-1.355
344.794	11.218	0.662	1.499	12.327	0.156	-1.183
344.894	11.217	0.661	1.499	12.687	0.122	-2.437
344.994	11.218	0.662	1.499	12.688	0.094	-3.539
345.093	11.217	0.661	1.498	12.507	0.149	-2.736
345.193	11.217	0.661	1.499	12.037	0.145	-2.129
345.293	11.218	0.662	1.500	11.496	0.141	-3.105
345.394	11.217	0.661	1.499	12.145	0.117	-3.867
345.493	11.218	0.662	1.500	12.363	0.081	-3.116
345.592	11.218	0.662	1.499	12.291	0.103	-3.273
345.692	11.217	0.661	1.499	12.254	0.109	-3.713
345.792	11.218	0.663	1.500	13.014	0.124	-4.305
345.892	11.217	0.661	1.498	12.290	0.124	-3.730
345.992	11.218	0.663	1.501	12.509	0.103	-1.986
346.094	11.217	0.661	1.499	12.073	0.117	-0.183
346.194	11.218	0.662	1.500	11.966	0.116	1.194
346.294	11.217	0.661	1.499	12.363	0.107	1.111
346.394	11.218	0.662	1.499	12.110	0.113	1.870
346.494	11.218	0.662	1.500	12.075	0.120	2.407
346.593	11.218	0.663	1.500	12.219	0.116	1.658
346.693	11.219	0.663	1.501	12.220	0.122	1.509
346.793	11.218	0.662	1.499	12.472	0.115	1.280
346.893	11.218	0.662	1.499	12.435	0.115	0.199
346.993	11.218	0.663	1.499	12.219	0.122	-0.033
347.093	11.218	0.662	1.500	12.291	0.124	-0.260
347.193	11.217	0.661	1.499	12.434	0.124	-0.709
347.294	11.218	0.662	1.499	12.255	0.124	-1.153
347.393	11.218	0.662	1.499	12.146	0.122	-2.061
347.493	11.219	0.663	1.501	12.979	0.126	-1.890
347.593	11.218	0.662	1.501	12.363	0.126	-3.871
347.693	11.218	0.662	1.499	12.544	0.124	-3.650
347.793	11.218	0.662	1.500	12.110	0.124	-3.806
347.893	11.218	0.663	1.500	12.292	0.131	-4.265
347.993	11.217	0.661	1.499	12.363	0.124	-4.181
348.093	11.218	0.662	1.499	12.255	0.124	-2.414
348.193	11.218	0.662	1.499	12.688	0.130	-0.202
348.293	11.218	0.662	1.499	12.616	0.135	0.822
348.393	11.219	0.663	1.500	12.220	0.141	2.503
348.494	11.219	0.664	1.501	12.546	0.133	2.640
348.594	11.219	0.663	1.500	12.364	0.143	3.504
348.694	11.218	0.662	1.500	12.219	0.143	3.706
348.793	11.218	0.662	1.500	12.183	0.105	4.314
348.893	11.210	0.654	1.494	12.210	0.137	5.949
348.994	11.216	0.660	1.499	12.072	0.124	5.394
349.094	11.218	0.662	1.501	12.327	0.132	6.431
349.193	11.217	0.661	1.500	12.182	0.111	6.438
349.293	11.216	0.660	1.500	12.180	0.126	6.633
349.393	11.218	0.662	1.501	12.074	0.122	7.037
349.492	11.217	0.661	1.501	12.182	0.117	7.295
349.592	11.216	0.660	1.500	12.361	0.124	7.214
349.694	11.217	0.661	1.499	11.603	0.117	7.243
349.793	11.217	0.661	1.500	12.073	0.117	7.741
349.894	11.218	0.662	1.500	12.652	0.120	7.813
349.994	11.218	0.662	1.501	12.978	0.122	8.205
350.094	11.218	0.662	1.500	13.267	0.115	8.391
350.194	11.218	0.662	1.500	12.219	0.122	8.749
350.294	11.218	0.662	1.499	12.002	0.118	9.223
350.394	11.218	0.662	1.499	12.327	0.113	9.254
350.494	11.217	0.661	1.497	12.290	0.115	9.144
350.593	11.218	0.662	1.499	12.363	0.118	9.297
350.693	11.218	0.662	1.499	12.436	0.116	9.713
350.794	11.218	0.662	1.499	12.327	0.113	9.834
350.893	11.218	0.662	1.498	12.218	0.111	10.126
350.993	11.218	0.662	1.499	11.966	0.113	10.355
351.093	11.218	0.662	1.499	12.364	0.116	10.478
351.192	11.218	0.662	1.500	12.580	0.118	10.935
351.292	11.218	0.663	1.499	12.292	0.124	11.082
351.392	11.218	0.663	1.499	12.436	0.118	11.374
351.494	11.218	0.663	1.500	12.292	0.126	11.140
351.594	11.218	0.663	1.499	11.930	0.126	11.517
351.694	11.216	0.660	1.496	12.794	0.124	11.140
351.794	11.217	0.661	1.497	12.832	0.128	11.140
351.893	11.216	0.660	1.498	11.566	0.117	10.855
351.994	11.217	0.661	1.498	12.362	0.111	10.288
352.094	11.216	0.660	1.497	12.975	0.109	10.409
352.194	11.216	0.660	1.497	12.469	0.117	10.322
352.294	11.218	0.662	1.500	12.183	0.118	10.050
352.393	11.218	0.662	1.500	12.436	0.126	10.591
352.493	11.218	0.662	1.499	12.725	0.111	10.529
352.593	11.219	0.663	1.500	12.220	0.124	10.275
352.693	11.218	0.662	1.500	12.147	0.120	10.292
352.793	11.219	0.663	1.500	12.328	0.116	9.963
352.893	11.219	0.663	1.500	12.328	0.120	9.840
352.992	11.219	0.663	1.500	12.400	0.120	10.024
353.093	11.219	0.663	1.500	12.690	0.118	9.758
353.193	11.219	0.663	1.499	12.509	0.116	9.843
353.293	11.217	0.661	1.498	12.254	0.120	10.078
353.393	11.215	0.659	1.497	12.685	0.126	10.125
353.493	11.215	0.659	1.498	12.649	0.128	10.433
353.593	11.216	0.660	1.498	12.469	0.121	10.561
353.693	11.217	0.661	1.500	12.253	0.122	10.729
353.793	11.218	0.662	1.501	12.400	0.130	10.727
353.893	11.216	0.660	1.498	12.505	0.126	10.720
353.993	11.215	0.659	1.497	12.071	0.128	10.783
354.093	11.216	0.660	1.498	12.397	0.136	10.778
354.193	11.212	0.656	1.495	12.573	0.123	10.463
354.293	11.208	0.652	1.493	11.883	0.128	10.455
354.392	11.211	0.656	1.497	12.465	0.131	10.255
354.492	11.216	0.660	1.500	12.578	0.132	10.142
354.593	11.216	0.660	1.502	12.542	0.128	9.841
354.693	11.216	0.660	1.502	12.687	0.115	9.352
354.793	11.218	0.662	1.503	12.544	0.126	9.420
354.893	11.217	0.661	1.503	12.651	0.107	9.327
354.993	11.216	0.660	1.501	12.289	0.122	9.532
355.093	11.217	0.661	1.500	12.507	0.124	9.966
355.193	11.218	0.662	1.501	12.472	0.115	9.839
355.293	11.216	0.660	1.500	12.687	0.113	10.068
355.394	11.217	0.661	1.500	12.471	0.126	9.976
355.494	11.218	0.662	1.501	12.724	0.115	10.117
355.593	11.217	0.661	1.500	12.687	0.126	10.157
355.693	11.216	0.660	1.499	11.567	0.122	9.978
355.793	11.217	0.661	1.500	12.795	0.122	9.529
355.893	11.217	0.661	1.500	12.182	0.139	9.413
355.993	11.217	0.661	1.499	12.182	0.122	8.877
356.093	11.216	0.660	1.499	12.433	0.109	8.871
356.192	11.216	0.660	1.499	12.759	0.100	8.520
356.292	11.217	0.661	1.500	12.760	0.113	8.530
356.392	11.217	0.661	1.501	12.615	0.107	8.252
356.493	11.219	0.663	1.502	12.328	0.099	7.709
356.592	11.218	0.662	1.502	12.580	0.103	7.145
356.692	11.217	0.661	1.501	12.399	0.115	7.145
356.792	11.218	0.663	1.502	12.509	0.118	6.651
356.892	11.217	0.661	1.500	12.506	0.128	6.334
356.993	11.218	0.663	1.501	12.400	0.113	5.952
357.093	11.217	0.661	1.499	12.471	0.124	5.728
357.193	11.217	0.661	1.499	12.398	0.105	4.969
357.293	11.220	0.664	1.501	12.329	0.109	4.508
357.393	11.217	0.661	1.500	12.507	0.107	4.411
357.493	11.217	0.661	1.498	12.579	0.117	3.982
357.593	11.218	0.662	1.500	12.472	0.109	3.735
357.693	11.219	0.664	1.501	12.329	0.116	3.312
357.793	11.219	0.663	1.500	12.364	0.109	3.292
357.892	11.218	0.663	1.500	12.328	0.120	3.281
357.992	11.217	0.661	1.498	12.543	0.109	2.935
358.092	11.218	0.663	1.501	12.183	0.122	1.388
358.192	11.219	0.663	1.501	13.340	0.116	-0.584
358.292	11.219	0.663	1.500	12.545	0.122	-0.468
358.392	11.218	0.662	1.498	12.978	0.113	-1.389
358.492	11.217	0.661	1.498	12.688	0.126	-1.895
358.592	11.219	0.664	1.500	12.437	0.099	-1.782
358.692	11.219	0.663	1.500	12.473	0.133	-0.719
358.792	11.218	0.663	1.499	13.051	0.150	0.049
358.894	11.218	0.662	1.499	12.905	0.135	3.062
358.993	11.218	0.662	1.500	12.436	0.128	7.635
359.093	11.218	0.662	1.499	12.653	0.107	7.525
359.194	11.219	0.663	1.501	12.437	0.113	6.594
359.294	11.218	0.663	1.500	11.894	0.124	5.321
359.393	11.219	0.663	1.501	12.545	0.090	4.537
359.493	11.219	0.663	1.500	12.618	0.079	4.229
359.593	11.216	0.660	1.499	11.891	0.096	3.791
359.692	11.219	0.663	1.501	12.654	0.105	2.046
359.792	11.220	0.664	1.502	12.510	0.103	0.847
359.892	11.218	0.663	1.501	12.328	0.113	0.499
359.992	11.218	0.662	1.499	12.399	0.113	-0.434
360.092	11.217	0.661	1.500	12.652	0.120	-1.226
360.192	11.218	0.662	1.499	12.074	0.092	-1.993
360.293	11.218	0.662	1.500	12.436	0.101	-2.632
360.393	11.219	0.663	1.501	12.437	0.103	-2.745
360.492	11.217	0.661	1.499	11.893	0.103	-2.944
360.592	11.217	0.661	1.498	12.506	0.113	-3.276
360.694	11.217	0.661	1.499	12.399	0.103	-3.808
360.794	11.217	0.661	1.498	12.217	0.113	-3.663
360.894	11.217	0.661	1.499	12.579	0.122	-3.393
360.993	11.217	0.661	1.499	12.254	0.124	-3.659
361.093	11.217	0.661	1.499	12.182	0.117	-3.448
361.193	11.218	0.662	1.500	12.652	0.124	-3.406
361.293	11.218	0.662	1.501	12.400	0.118	-3.388
361.393	11.217	0.661	1.499	12.579	0.107	-3.742
361.492	11.216	0.660	1.497	12.433	0.104	-3.790
361.593	11.217	0.661	1.499	12.507	0.107	-4.026
361.693	11.217	0.661	1.499	12.435	0.124	-3.993
361.793	11.217	0.661	1.499	12.940	0.122	-4.625
361.893	11.217	0.661	1.499	12.471	0.132	-4.689
361.992	11.217	0.661	1.500	12.977	0.120	-4.883
362.092	11.217	0.661	1.500	12.688	0.124	-5.028
362.192	11.217	0.661	1.500	12.652	0.113	-4.970
362.292	11.216	0.660	1.498	12.722	0.121	-5.201
362.392	11.217	0.661	1.500	12.470	0.130	-5.449
362.494	11.216	0.660	1.501	12.398	0.124	-5.771
362.594	11.216	0.660	1.500	12.108	0.136	-6.091
362.694	11.216	0.660	1.500	12.686	0.121	-6.453
362.794	11.216	0.660	1.500	12.686	0.115	-6.835
362.894	11.217	0.661	1.501	12.687	0.122	-7.192
362.994	11.216	0.660	1.499	12.325	0.126	-7.508
363.094	11.217	0.661	1.502	12.543	0.115	-7.612
363.193	11.215	0.659	1.500	12.794	0.130	-7.662
363.293	11.216	0.660	1.500	12.217	0.122	-7.543
363.393	11.217	0.661	1.500	12.651	0.122	-7.219
363.493	11.217	0.661	1.500	12.615	0.122	-7.211
363.593	11.217	0.661	1.500	12.290	0.128	-7.239
363.693	11.217	0.661	1.499	13.012	0.115	-6.914
363.793	11.218	0.662	1.501	12.363	0.120	-6.913
363.893	11.216	0.660	1.499	12.433	0.126	-7.094
363.992	11.216	0.660	1.500	12.289	0.126	-6.915
364.092	11.216	0.660	1.500	12.253	0.122	-6.941
364.193	11.217	0.661	1.500	11.965	0.130	-6.804
364.293	11.217	0.661	1.501	12.218	0.122	-6.699
364.394	11.218	0.662	1.501	11.713	0.120	-6.947
364.493	11.218	0.662	1.501	12.219	0.128	-6.470
364.593	11.216	0.660	1.499	12.867	0.119	-6.582
364.693	11.217	0.661	1.499	12.109	0.115	-6.741
364.793	11.217	0.661	1.501	12.615	0.124	-7.003
364.894	11.217	0.661	1.501	11.821	0.113	-7.380
364.993	11.217	0.661	1.499	11.892	0.117	-7.329
365.093	11.217	0.661	1.500	13.049	0.117	-7.218
365.193	11.218	0.662	1.501	12.436	0.107	-7.491
365.293	11.217	0.661	1.500	12.326	0.117	-7.472
365.393	11.216	0.660	1.500	12.541	0.113	-7.160
365.493	11.217	0.661	1.501	12.399	0.111	-6.972
365.593	11.216	0.660	1.500	11.819	0.117	-6.603
365.692	11.215	0.659	1.500	12.180	0.111	-6.535
365.793	11.216	0.660	1.500	12.072	0.117	-6.262
365.893	11.214	0.659	1.500	12.576	0.108	-5.723
365.992	11.214	0.658	1.499	11.962	0.115	-5.377
366.092	11.215	0.659	1.499	12.215	0.111	-5.411
366.194	11.217	0.661	1.502	12.110	0.122	-5.620
366.294	11.218	0.662	1.502	12.183	0.109	-5.680
366.393	11.218	0.662	1.502	12.327	0.115	-5.813
366.494	11.218	0.662	1.503	11.966	0.107	-5.921
366.594	11.216	0.660	1.501	12.217	0.113	-6.018
366.693	11.216	0.660	1.501	12.253	0.109	-6.004
366.792	11.216	0.660	1.500	12.397	0.113	-6.095
366.892	11.217	0.661	1.500	11.675	0.111	-6.034
366.992	11.218	0.662	1.501	12.110	0.115	-5.913
367.093	11.217	0.661	1.500	12.145	0.111	-5.765
367.192	11.217	0.661	1.500	13.012	0.115	-5.318
367.292	11.216	0.660	1.499	12.651	0.113	-5.186
367.392	11.217	0.661	1.500	12.109	0.111	-4.484
367.493	11.217	0.661	1.499	12.687	0.113	-3.892
367.593	11.218	0.662	1.500	12.291	0.132	-3.716
367.693	11.217	0.661	1.500	12.471	0.124	-3.443
367.792	11.217	0.661	1.499	12.218	0.115	-3.321
367.892	11.217	0.661	1.499	12.398	0.117	-2.747
367.994	11.216	0.660	1.499	12.687	0.109	-2.389
368.094	11.218	0.662	1.500	12.327	0.118	-2.091
368.194	11.217	0.661	1.500	12.795	0.115	-1.700
368.294	11.217	0.661	1.500	12.687	0.117	-1.400
368.393	11.217	0.661	1.498	12.253	0.124	-0.887
368.492	11.217	0.661	1.499	12.362	0.115	-0.366
368.593	11.216	0.660	1.497	12.505	0.121	0.044
368.693	11.216	0.660	1.498	12.433	0.126	0.174
368.793	11.216	0.660	1.498	12.289	0.124	0.517
368.893	11.218	0.662	1.499	12.435	0.111	0.643
368.992	11.216	0.660	1.497	12.252	0.124	0.782
369.093	11.216	0.660	1.498	12.542	0.119	0.797
369.193	11.218	0.662	1.500	12.291	0.130	1.155
369.293	11.216	0.660	1.498	12.470	0.119	1.077
369.393	11.217	0.661	1.499	12.362	0.130	1.208
369.493	11.217	0.661	1.499	12.615	0.122	1.145
369.593	11.217	0.661	1.500	12.435	0.130	1.291
369.693	11.217	0.661	1.499	12.398	0.119	1.362
369.793	11.217	0.661	1.499	12.145	0.120	1.656
369.893	11.217	0.661	1.498	11.675	0.119	1.439
369.994	11.217	0.661	1.499	12.471	0.130	1.720
370.093	11.217	0.661	1.499	12.470	0.115	1.778
370.192	11.215	0.659	1.496	12.504	0.121	1.909
370.292	11.217	0.661	1.500	12.688	0.132	1.933
370.392	11.215	0.659	1.498	12.324	0.128	2.144
370.493	11.217	0.661	1.501	13.085	0.132	2.427
370.593	11.214	0.658	1.497	12.287	0.125	2.600
370.692	11.214	0.658	1.498	12.540	0.132	2.655
370.792	11.214	0.659	1.498	12.251	0.132	3.674
370.892	11.218	0.662	1.501	12.255	0.135	4.458
370.992	11.216	0.660	1.499	12.903	0.126	5.466
371.092	11.217	0.661	1.500	12.507	0.156	6.126
371.192	11.217	0.661	1.501	12.724	0.141	5.643
371.292	11.217	0.661	1.501	12.037	0.139	7.527
371.392	11.217	0.661	1.501	12.254	0.128	6.608
371.492	11.217	0.661	1.500	12.795	0.128	7.544
371.594	11.218	0.662	1.501	12.110	0.118	7.612
371.694	11.217	0.661	1.501	12.687	0.141	8.165
371.794	11.217	0.661	1.500	12.254	0.122	8.411
371.894	11.217	0.661	1.499	12.687	0.134	8.071
371.993	11.216	0.660	1.499	12.253	0.128	7.689
372.092	11.218	0.662	1.501	12.833	0.122	4.627
372.192	11.217	0.661	1.500	12.290	0.100	3.266
372.292	11.216	0.660	1.498	12.505	0.098	6.608
372.392	11.217	0.661	1.499	12.290	0.111	5.896
372.492	11.217	0.661	1.500	12.218	0.151	4.624
372.592	11.217	0.661	1.500	12.398	0.141	3.890
372.693	11.217	0.661	1.499	12.001	0.151	5.316
372.793	11.216	0.660	1.499	12.433	0.126	6.342
372.893	11.216	0.660	1.499	12.361	0.119	7.383
372.993	11.217	0.661	1.500	12.543	0.117	7.971
373.093	11.215	0.659	1.498	12.830	0.109	8.181
373.193	11.215	0.659	1.499	12.324	0.130	9.134
373.293	11.217	0.661	1.500	12.399	0.132	10.376
373.393	11.217	0.661	1.500	10.953	0.132	11.096
373.493	11.216	0.660	1.499	12.217	0.119	11.912
373.593	11.216	0.660	1.499	12.361	0.122	12.875
373.692	11.216	0.660	1.500	12.289	0.124	13.642
373.792	11.217	0.661	1.501	11.532	0.128	14.192
373.892	11.216	0.660	1.499	12.289	0.113	14.508
373.992	11.217	0.661	1.500	12.326	0.132	14.734
374.092	11.217	0.661	1.499	11.964	0.122	14.177
374.192	11.217	0.661	1.501	12.326	0.105	14.255
374.292	11.216	0.660	1.499	12.361	0.115	14.501
374.392	11.216	0.660	1.499	12.252	0.111	14.523
374.492	11.216	0.660	1.499	11.964	0.115	14.566
374.592	11.217	0.661	1.500	12.362	0.109	14.578
374.692	11.216	0.660	1.499	12.976	0.113	14.650
374.792	11.215	0.659	1.498	12.287	0.123	14.786
374.892	11.215	0.659	1.499	12.649	0.119	14.896
374.992	11.214	0.658	1.498	12.431	0.123	15.463
375.092	11.213	0.658	1.498	13.081	0.127	15.718
375.193	11.214	0.658	1.499	12.323	0.132	16.191
375.293	11.214	0.658	1.498	12.901	0.130	16.277
375.394	11.213	0.658	1.498	12.539	0.134	16.172
375.493	11.210	0.655	1.497	12.969	0.118	16.046
375.592	11.211	0.656	1.497	12.428	0.131	15.650
375.692	11.210	0.655	1.497	12.536	0.127	14.821
375.792	11.211	0.655	1.498	12.753	0.121	14.699
375.892	11.210	0.654	1.497	12.102	0.122	14.790
375.992	11.211	0.655	1.498	12.789	0.121	15.008
376.092	11.213	0.657	1.499	12.575	0.138	15.320
376.192	11.217	0.661	1.503	12.109	0.126	15.653
376.292	11.212	0.657	1.499	12.610	0.112	15.326
376.392	11.212	0.657	1.498	12.574	0.123	15.447
376.492	11.211	0.656	1.497	12.176	0.121	14.966
376.592	11.212	0.657	1.498	12.574	0.129	14.112
376.692	11.214	0.658	1.500	12.467	0.134	13.143
376.792	11.213	0.657	1.499	12.466	0.117	12.531
376.892	11.213	0.658	1.500	12.683	0.119	11.795
376.992	11.214	0.658	1.500	12.323	0.108	10.978
377.094	11.212	0.657	1.498	12.538	0.106	10.192
377.193	11.214	0.659	1.501	12.359	0.128	9.571
377.293	11.217	0.661	1.502	11.820	0.147	8.173
377.393	11.216	0.660	1.501	12.434	0.132	7.438
377.493	11.214	0.658	1.499	12.250	0.130	6.704
377.593	11.218	0.662	1.501	12.507	0.094	6.197
377.693	11.218	0.662	1.501	11.568	0.100	5.492
377.793	11.217	0.661	1.500	12.253	0.139	5.402
377.893	11.216	0.660	1.499	12.325	0.119	4.911
377.993	11.217	0.661	1.500	12.579	0.107	4.566
378.093	11.218	0.663	1.501	12.472	0.122	4.332
378.193	11.216	0.660	1.499	12.542	0.115	3.983
378.293	11.218	0.662	1.500	12.364	0.101	3.727
378.393	11.215	0.659	1.498	12.541	0.085	3.137
378.493	11.216	0.660	1.500	12.434	0.098	2.764
378.593	11.216	0.660	1.499	12.325	0.119	1.961
378.693	11.217	0.661	1.500	12.290	0.092	0.958
378.793	11.216	0.660	1.499	12.361	0.096	-0.371
378.893	11.216	0.660	1.500	12.542	0.096	-1.632
378.992	11.216	0.660	1.500	12.289	0.090	-3.231
379.092	11.217	0.661	1.501	12.687	0.098	-4.180
379.192	11.217	0.661	1.500	12.073	0.109	-5.115
379.292	11.218	0.662	1.501	12.616	0.107	-5.230
379.392	11.217	0.661	1.499	12.723	0.100	-6.017
379.492	11.216	0.660	1.499	12.939	0.100	-5.947
379.592	11.216	0.660	1.499	12.397	0.107	-6.217
379.692	11.215	0.659	1.498	12.396	0.096	-6.538
379.792	11.218	0.662	1.501	12.399	0.105	-7.026
379.892	11.218	0.662	1.501	12.688	0.094	-7.998
379.992	11.218	0.662	1.502	12.074	0.107	-8.696
380.093	11.218	0.662	1.500	12.724	0.109	-8.759
380.193	11.218	0.662	1.500	12.544	0.098	-8.394
380.293	11.218	0.662	1.500	12.183	0.103	-7.872
380.393	11.217	0.661	1.500	12.543	0.130	-9.988
380.493	11.214	0.659	1.497	12.432	0.134	-11.414
380.592	11.212	0.656	1.496	12.610	0.112	-12.266
380.692	11.217	0.661	1.500	13.266	0.111	-11.588
380.793	11.214	0.658	1.499	12.395	0.123	-11.334
380.893	11.214	0.658	1.499	13.370	0.117	-12.628
380.993	11.212	0.656	1.498	12.501	0.129	-13.023
381.093	11.216	0.660	1.501	12.361	0.113	-13.493
381.193	11.217	0.661	1.502	12.507	0.120	-13.342
381.293	11.218	0.662	1.501	12.255	0.111	-12.737
381.392	11.218	0.662	1.501	12.724	0.115	-12.659
381.493	11.218	0.662	1.501	12.797	0.109	-12.137
381.593	11.216	0.660	1.498	12.361	0.111	-11.681
381.693	11.215	0.659	1.498	12.360	0.134	-13.412
381.793	11.217	0.661	1.501	12.363	0.188	-10.329
381.893	11.217	0.661	1.500	12.363	0.145	-9.904
381.993	11.219	0.664	1.502	12.184	0.129	-9.678
382.093	11.218	0.662	1.501	12.327	0.118	-10.974
382.193	11.218	0.662	1.500	12.327	0.101	-9.909
382.293	11.218	0.662	1.499	13.158	0.088	-8.939
382.393	11.218	0.662	1.499	11.099	0.086	-8.755
382.492	11.218	0.662	1.499	12.688	0.107	-9.009
382.592	11.218	0.662	1.499	12.725	0.096	-8.605
382.692	11.215	0.659	1.497	12.649	0.115	-9.374
382.793	11.218	0.662	1.501	12.146	0.105	-8.597
382.892	11.218	0.662	1.501	12.544	0.109	-9.166
382.992	11.218	0.662	1.500	12.110	0.107	-10.863
383.092	11.215	0.659	1.498	12.324	0.111	-9.190
383.192	11.217	0.661	1.500	13.013	0.113	-8.696
383.292	11.218	0.663	1.502	12.364	0.109	-9.020
383.392	11.216	0.660	1.498	11.963	0.104	-8.791
383.493	11.218	0.662	1.500	12.435	0.132	-7.548
383.593	11.218	0.662	1.501	12.472	0.122	-7.023
383.692	11.218	0.662	1.500	12.255	0.122	-6.507
383.792	11.218	0.662	1.500	12.580	0.124	-6.087
383.892	11.215	0.659	1.500	12.360	0.134	-5.614
383.992	11.218	0.662	1.502	12.472	0.098	-4.527
384.092	11.220	0.664	1.503	12.402	0.144	-3.437
384.192	11.217	0.661	1.500	12.326	0.113	-3.116
384.291	11.216	0.660	1.499	12.614	0.143	-3.099
384.392	11.218	0.662	1.499	12.797	0.124	-0.733
384.492	11.215	0.659	1.499	12.396	0.138	-0.178
384.592	11.217	0.661	1.502	12.363	0.124	-1.523
384.692	11.214	0.658	1.499	12.287	0.125	-0.183
384.792	11.214	0.659	1.499	10.951	0.132	-0.038
384.893	11.215	0.659	1.500	10.879	0.136	0.213
384.993	11.215	0.659	1.500	11.891	0.124	0.397
385.093	11.219	0.663	1.503	12.654	0.141	-0.014
385.193	11.218	0.662	1.502	12.111	0.116	0.475
385.293	11.214	0.659	1.498	12.432	0.142	1.994
385.393	11.217	0.661	1.499	12.326	0.113	1.618
385.493	11.218	0.663	1.502	12.400	0.126	1.379
385.593	11.218	0.662	1.501	12.400	0.126	2.007
385.693	11.217	0.661	1.500	12.363	0.141	3.900
385.793	11.217	0.661	1.499	12.362	0.128	4.627
385.893	11.218	0.662	1.500	12.724	0.135	5.055
385.992	11.218	0.662	1.501	11.713	0.128	6.439
386.092	11.217	0.661	1.500	12.543	0.130	8.222
