run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
50.999	38.734	3.534	0.959	1.383
51.099	35.013	4.591	0.931	1.499
51.199	41.702	4.599	0.882	0.568
51.299	37.495	3.962	0.971	1.043
51.399	28.814	4.246	0.801	0.204
51.499	36.989	3.667	1.013	1.315
51.599	39.528	4.127	0.888	0.996
51.699	45.978	3.778	1.006	0.981
51.799	33.736	4.818	0.900	0.481
51.899	42.155	2.632	0.821	0.421
52.000	36.979	5.028	0.840	0.422
52.099	39.950	2.899	0.946	1.766
52.200	42.027	3.585	1.000	1.261
52.300	23.445	3.961	0.752	0.337
52.399	35.510	4.279	0.866	0.128
52.499	38.428	3.850	1.007	1.522
52.598	41.841	4.054	0.908	1.671
52.699	41.906	3.403	0.923	2.019
52.799	25.018	3.660	0.776	0.149
52.899	40.605	5.251	0.863	1.366
53.000	25.239	3.596	0.802	0.651
53.099	29.545	4.834	0.675	0.450
53.200	34.568	5.493	0.957	1.755
53.300	39.343	4.769	0.921	1.094
53.400	38.119	4.201	0.985	1.498
53.499	39.393	3.860	0.984	0.979
53.599	37.384	4.697	0.944	1.362
53.700	34.564	4.745	0.994	1.200
53.799	39.085	5.176	0.881	1.701
53.900	34.284	4.104	0.919	0.404
53.999	37.254	4.105	0.874	1.781
54.099	32.162	4.635	0.872	1.634
54.200	46.664	3.356	0.955	0.433
54.299	35.778	3.786	0.949	1.154
54.400	38.858	3.794	0.869	1.184
54.499	35.487	4.621	0.952	1.942
54.599	33.421	3.216	1.001	0.908
54.699	38.086	3.369	0.975	1.668
54.799	36.719	3.888	0.936	1.742
54.899	31.875	5.343	0.827	0.075
54.999	29.446	3.381	0.801	0.318
55.100	37.418	4.144	0.990	1.397
55.200	43.304	4.331	1.049	1.435
55.299	28.786	4.217	0.801	0.246
55.399	44.517	3.663	0.885	0.717
55.499	31.334	3.227	0.746	0.170
55.599	42.743	2.748	1.059	0.085
55.699	35.759	4.809	0.925	1.428
55.799	34.820	3.761	0.961	0.693
55.899	37.079	4.664	0.919	2.083
55.999	34.537	4.360	0.766	0.350
56.099	40.886	3.754	0.890	0.503
56.199	39.869	3.977	0.910	2.036
56.298	30.822	3.670	0.738	0.156
56.399	36.855	4.130	0.985	2.024
56.499	31.173	3.686	0.664	0.093
56.600	36.737	5.319	1.052	1.047
56.699	38.570	3.401	0.930	1.503
56.798	36.209	5.427	0.797	0.487
56.899	38.048	2.963	1.023	1.984
56.999	24.752	4.463	0.714	0.426
57.099	38.670	3.814	0.967	0.068
57.198	38.854	3.205	0.962	1.311
57.299	45.478	3.309	0.990	0.182
57.400	38.086	3.425	0.971	0.341
57.499	30.989	4.906	0.761	0.944
57.599	35.302	4.136	0.978	1.077
57.699	44.056	3.819	0.974	0.513
57.798	32.893	5.455	0.896	1.309
57.899	42.194	3.398	1.027	0.793
57.999	43.016	3.936	0.963	0.350
58.099	26.005	3.076	0.707	0.229
58.199	30.743	2.992	0.848	0.316
58.299	40.810	4.359	0.911	0.742
58.398	37.624	5.023	0.911	0.280
58.500	41.509	3.989	0.907	1.251
58.599	42.334	3.637	1.106	0.655
58.699	50.953	3.978	0.958	2.300
58.799	28.962	3.501	0.692	0.221
58.899	33.295	5.108	0.855	0.058
58.999	28.148	5.570	0.842	0.343
59.098	43.300	5.323	0.941	3.178
