run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
54.099	51.679	2.353	3.582	1.487
54.199	51.467	2.597	4.035	1.420
54.299	64.327	2.975	4.092	1.324
54.398	56.000	2.788	4.312	1.301
54.499	50.482	3.052	4.304	1.826
54.599	53.167	2.798	3.033	1.581
54.699	50.269	3.348	4.064	1.499
54.799	57.076	3.349	3.480	1.259
54.898	46.777	3.040	3.729	0.481
54.999	49.337	3.005	4.460	0.674
55.099	54.389	2.651	3.179	0.614
55.199	50.751	2.542	4.695	0.832
55.298	55.349	2.569	4.508	1.152
55.399	50.886	2.319	3.926	0.812
55.499	54.648	2.466	4.230	0.830
55.598	50.223	2.074	3.308	0.892
55.699	56.276	1.865	4.926	1.289
55.798	52.484	1.818	3.529	1.173
55.899	56.088	2.195	3.243	1.446
55.998	53.373	1.874	4.039	1.572
56.098	44.919	2.420	4.681	1.648
56.199	47.158	2.527	3.242	1.574
56.299	47.249	2.904	4.216	1.041
56.399	54.332	3.079	4.585	1.572
56.499	48.474	3.224	4.601	1.386
56.598	49.983	3.322	3.207	1.518
56.699	61.880	3.692	3.704	1.056
56.798	55.740	3.198	3.344	0.617
56.898	56.589	3.198	3.209	0.880
56.999	49.458	3.037	4.202	0.800
57.099	60.191	3.147	4.913	1.001
57.199	46.573	2.687	3.678	1.558
57.299	56.700	2.664	4.077	1.647
57.399	52.426	2.076	4.747	1.219
57.499	55.142	2.368	4.496	1.171
57.599	55.448	2.085	4.045	1.213
57.699	53.830	1.870	3.808	1.447
57.799	58.951	1.673	4.611	1.798
57.899	57.887	1.989	4.109	0.793
57.999	55.460	2.510	3.361	1.085
58.098	63.566	2.668	4.245	0.911
58.199	58.034	2.676	3.511	0.657
58.298	63.979	2.799	4.183	0.946
58.399	64.726	3.447	3.723	0.807
58.499	56.605	2.956	4.453	0.484
58.599	51.753	2.979	4.189	0.534
58.699	58.832	3.363	3.192	0.485
58.799	50.419	3.161	4.869	0.899
58.900	50.912	3.161	3.503	1.374
59.000	51.187	3.161	3.848	0.952
59.098	62.896	2.695	3.887	1.296
59.199	56.573	2.469	4.983	1.852
59.298	59.564	2.447	3.485	1.245
59.399	60.408	2.330	4.320	1.328
59.498	54.857	2.056	3.199	1.552
59.598	60.346	2.149	4.453	2.144
59.699	58.909	1.965	4.051	1.689
59.799	50.063	1.860	4.539	1.525
59.899	54.228	1.945	4.725	1.236
59.999	59.539	2.630	3.403	1.422
60.099	62.897	2.469	4.467	0.967
60.199	65.070	2.820	4.833	1.265
60.299	62.091	2.919	4.759	1.215
60.398	56.605	2.816	4.330	1.298
60.499	60.129	3.531	4.824	1.388
60.598	58.084	3.300	4.301	0.840
60.699	61.754	3.417	3.636	0.809
60.799	52.941	3.301	3.526	1.080
60.898	53.237	3.154	4.368	0.607
60.999	50.900	2.781	4.704	0.605
61.098	49.019	2.251	4.708	0.876
61.199	51.105	2.283	4.844	0.705
61.299	57.172	2.581	4.709	0.775
61.399	59.370	2.471	3.768	1.196
61.499	54.354	1.902	4.258	1.084
61.599	58.159	1.805	3.243	1.455
61.699	58.092	1.736	3.852	1.530
61.799	58.271	1.982	4.276	1.379
61.898	57.613	2.680	4.778	1.576
61.998	40.083	2.362	4.046	1.373
run 1						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
0.098	57.775	3.362	2.156	1.632
0.200	50.707	3.217	2.225	1.384
0.298	49.354	3.306	2.000	0.914
0.398	58.926	2.952	1.929	0.892
0.499	56.575	2.599	2.278	1.779
0.599	54.916	2.641	2.071	1.677
0.699	55.537	2.398	2.027	1.880
0.800	47.088	2.303	1.959	2.338
0.899	59.811	4.742	6.375	2.118
0.998	52.259	1.886	9.345	2.037
1.099	41.980	2.270	9.784	1.808
1.199	36.813	1.672	4.313	1.741
1.300	50.334	2.001	3.166	1.249
1.399	55.882	2.350	4.555	1.704
1.498	58.919	2.913	4.626	1.101
1.599	49.383	2.790	4.661	0.783
1.700	50.837	2.855	4.741	0.938
1.799	55.109	3.186	3.594	0.904
1.899	53.473	3.535	3.385	1.565
1.999	63.032	3.436	3.641	1.471
2.100	58.774	3.612	4.980	1.602
2.200	57.030	2.959	3.210	1.275
2.299	53.769	3.031	4.541	0.678
2.398	52.597	2.519	4.806	1.356
2.499	55.361	2.956	4.009	1.304
2.599	52.948	2.981	3.543	1.982
2.700	59.587	2.463	4.819	1.249
2.798	48.388	2.168	4.858	0.688
2.899	61.649	2.008	3.438	0.607
3.000	60.375	1.963	3.429	0.705
3.100	68.672	2.172	4.874	0.896
3.200	66.855	2.044	4.036	1.363
3.298	62.231	2.246	3.656	0.786
3.398	63.234	2.676	3.529	0.709
3.499	70.292	2.747	3.497	0.982
3.598	61.656	2.722	5.012	1.216
3.700	64.737	2.918	4.401	1.156
3.800	59.533	4.179	4.160	1.801
3.899	66.358	3.409	3.490	1.544
4.000	63.851	3.255	4.632	2.311
4.099	63.541	3.307	4.826	1.948
4.198	56.878	2.887	3.103	0.834
4.299	51.444	2.644	4.191	1.342
