run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
54.600	59.353	3.392	3.506	1.652
54.700	53.769	3.152	4.087	1.879
54.799	53.593	2.684	3.444	1.621
54.899	57.460	2.741	3.828	0.948
55.000	55.030	3.054	4.324	0.768
55.100	46.984	2.593	3.865	0.766
55.199	60.680	2.125	3.976	0.617
55.300	54.093	2.018	4.721	0.665
55.399	55.974	2.285	3.587	0.848
55.500	53.433	1.778	3.596	0.762
55.600	55.242	1.922	3.301	1.204
55.699	50.642	2.053	4.704	1.170
55.800	54.311	2.010	4.879	1.194
55.899	58.085	2.261	4.280	1.493
56.000	59.771	2.943	3.279	1.937
56.100	52.462	2.953	4.176	1.654
56.198	60.120	3.272	3.184	1.935
56.300	58.466	3.559	3.805	1.227
56.400	60.731	3.209	3.303	1.868
56.499	61.930	3.366	3.651	2.083
56.599	60.026	3.208	4.130	2.422
56.700	51.097	2.866	4.911	2.144
56.800	50.445	3.278	3.258	1.757
56.900	64.590	2.732	4.377	2.085
57.000	58.775	2.782	4.771	1.176
57.100	52.060	2.535	3.834	1.468
57.200	60.819	2.209	4.053	1.556
57.299	59.798	2.774	3.737	1.761
57.399	58.949	2.141	4.336	1.621
57.498	50.788	1.853	4.788	0.845
57.600	50.097	1.926	4.111	1.193
57.700	50.428	2.358	4.548	1.461
57.800	54.341	2.228	3.514	1.663
57.900	55.337	3.275	4.801	1.752
57.999	63.930	2.904	4.124	1.371
58.098	69.269	2.762	4.787	1.605
58.199	67.869	3.270	3.324	1.412
58.300	60.429	3.295	4.672	1.752
58.400	55.972	3.361	4.679	1.910
58.498	50.361	3.942	4.793	2.070
58.600	52.878	3.066	4.560	1.550
58.700	51.139	3.230	3.622	1.874
58.799	57.788	2.743	4.591	1.797
58.899	55.505	2.571	4.079	1.102
59.000	60.208	2.498	5.002	1.694
59.100	53.853	2.233	4.167	1.635
59.198	54.718	2.128	3.137	1.610
59.299	54.087	1.834	3.871	1.172
59.399	59.853	1.806	3.684	0.631
59.500	58.570	2.425	3.641	1.368
59.600	56.493	2.154	4.844	1.163
59.700	58.547	2.717	4.135	1.570
59.799	58.463	2.308	4.884	1.816
59.899	54.868	2.618	4.790	1.985
60.000	57.052	3.063	3.270	1.627
60.100	64.599	2.911	3.665	1.597
60.200	56.275	1.148	4.413	2.150
60.298	63.136	3.433	4.826	2.429
60.400	49.002	3.290	4.959	2.320
60.500	55.076	3.315	4.189	1.649
