run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
46.698	37.597	4.779	0.816	1.060
46.799	38.907	4.845	0.849	1.339
46.898	43.914	2.842	0.845	2.458
46.999	40.029	3.778	0.797	1.387
47.099	39.618	3.522	0.890	1.354
47.198	36.363	4.722	0.785	1.377
47.299	38.485	4.581	0.910	1.617
47.398	44.483	2.982	0.834	1.793
47.498	40.374	4.743	0.876	2.134
47.599	40.390	4.920	0.828	1.465
47.698	39.991	4.377	0.771	1.691
47.799	42.727	2.958	0.919	1.566
47.899	35.106	4.850	0.899	1.312
47.998	41.367	4.804	0.842	1.315
48.099	41.792	4.364	0.809	1.726
48.198	39.782	3.938	0.936	1.521
48.298	33.799	3.941	0.856	1.359
48.399	39.930	3.628	0.833	0.970
48.499	48.879	2.904	0.861	1.166
48.598	45.281	4.925	0.823	0.921
48.699	44.049	4.095	0.892	0.696
48.800	42.576	5.064	0.907	0.848
48.898	40.714	3.641	0.938	0.510
48.998	39.244	4.932	0.861	0.725
49.099	39.855	4.983	0.830	0.802
49.199	42.835	3.707	0.904	1.165
49.299	42.134	4.580	0.834	0.953
49.398	42.396	3.689	0.910	1.559
49.499	44.429	3.797	0.828	1.677
49.599	36.505	4.357	0.854	1.660
49.699	43.797	3.281	0.814	1.545
49.799	38.836	4.673	0.901	1.414
49.898	33.639	3.636	0.847	1.144
49.998	36.120	4.631	0.896	1.340
50.099	35.021	3.642	0.764	1.322
50.199	48.106	4.303	0.840	1.191
50.298	38.936	4.638	0.912	0.962
50.399	34.054	2.786	0.901	0.753
50.498	38.677	4.626	0.723	0.809
50.599	38.066	3.643	0.829	1.061
50.699	44.280	4.395	0.817	1.158
50.798	42.094	3.894	0.771	1.556
50.898	42.978	3.589	0.813	1.989
50.999	40.146	4.936	0.791	1.225
51.098	46.729	3.271	0.843	1.607
51.198	40.496	4.733	0.735	1.508
51.298	38.064	3.656	0.914	1.695
51.400	38.309	5.202	0.887	2.074
51.498	36.617	2.906	0.955	1.270
51.599	35.842	4.092	0.793	0.634
51.698	32.706	4.059	0.875	0.953
51.799	47.175	4.069	0.829	1.216
51.899	46.923	4.660	0.840	0.926
51.998	36.495	3.472	0.933	0.874
52.100	40.739	4.517	0.907	0.565
52.200	36.873	3.575	0.984	1.192
52.299	40.369	4.648	0.858	0.809
52.398	37.973	4.093	0.837	0.995
52.498	38.970	3.019	0.843	1.011
52.598	34.411	5.299	0.914	1.250
52.698	44.951	3.133	0.862	1.382
52.800	48.955	4.765	1.002	1.955
52.899	46.054	2.906	0.775	2.030
52.999	40.305	4.286	0.824	1.234
53.099	41.082	4.058	0.911	1.341
53.198	39.037	4.101	0.901	2.039
53.298	37.890	4.247	0.864	2.381
53.399	40.272	4.710	0.827	2.412
53.498	43.106	5.615	0.803	1.963
53.600	44.698	4.383	0.822	1.621
53.698	46.001	4.460	0.857	1.670
53.798	41.915	4.909	0.798	1.240
53.898	41.736	2.968	0.876	1.198
